id,group,condition,response,response_clean,item,item_clean,SemDis_MEAN,SemDis_factor
2014,scientists,uncommon,THIRST,thirst,JUICER,juicer,0.86884,0.17177
2014,scientists,uncommon,POND,pond,LILY,lily,0.73532,0.00977
2014,scientists,uncommon,KISS,kiss,LIP,lip,0.80682,0.06355
2014,scientists,uncommon,MESS,mess,MUSTARD,mustard,0.88271,0.15997
2014,scientists,uncommon,DESSERT,dessert,PINEAPPLE,pineapple,0.62871,-0.05887
2014,scientists,uncommon,DINNER,dinner,RABBIT,rabbit,0.87338,0.1211
2014,scientists,uncommon,POE,poe,RAVEN,raven,0.79446,0.05632
2014,scientists,uncommon,RIVER,river,SALMON,salmon,0.74767,0.02456
2014,scientists,uncommon,JEWELRY,jewelry,SILVER,silver,0.64737,-0.02956
2014,scientists,uncommon,CHASER,chaser,SKIRT,skirt,0.85346,0.12908
2014,scientists,uncommon,ACHE,ache,STOMACH,stomach,0.62568,-0.10251
2014,scientists,uncommon,SET,set,TABLECLOTH,tablecloth,0.92531,0.17987
2014,scientists,uncommon,NAIL,nail,THUMB,thumb,0.73917,0.0249
2014,scientists,uncommon,NEPHEW,nephew,UNCLE,uncle,0.36803,-0.33661
2014,scientists,uncommon,GUT,gut,WRENCH,wrench,0.89991,0.15474
2014,scientists,uncommon,SAFARI,safari,ZEBRA,zebra,0.76259,0.03222
2016,scientists,common,TRUCK,truck,BUS,bus,0.57653,-0.12166
2016,scientists,common,MOTH,moth,BUTTERFLY,butterfly,0.5062,-0.19485
2016,scientists,common,FROSTING,frosting,CAKE,cake,0.46815,-0.23308
2016,scientists,common,CARROT,carrot,CELERY,celery,0.53744,-0.19753
2016,scientists,common,SHRUB,shrub,FIR TREE,fir tree,1.01007,0.27345
2016,scientists,common,CLARINET,clarinet,FLUTE,flute,0.40905,-0.28612
2016,scientists,common,SPOON,spoon,FORK,fork,0.57928,-0.09126
2016,scientists,common,BARBER,barber,HAIRDRESSER,hairdresser,0.64993,-0.08471
2016,scientists,common,DRINK,drink,JUICER,juicer,0.801,0.08788
2016,scientists,common,FLOWER,flower,LILY,lily,0.70957,-0.05943
2016,scientists,common,MOUTH,mouth,LIP,lip,0.68326,-0.04724
2016,scientists,common,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
2016,scientists,common,COCONUT,coconut,PINEAPPLE,pineapple,0.56408,-0.1623
2016,scientists,common,BUNNY,bunny,RABBIT,rabbit,0.50373,-0.23081
2016,scientists,common,BLACKBIRD,blackbird,RAVEN,raven,0.73754,0.00233
2016,scientists,common,FISH,fish,SALMON,salmon,0.37313,-0.29382
2016,scientists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
2016,scientists,common,DRESS,dress,SKIRT,skirt,0.43406,-0.24473
2016,scientists,common,GUT,gut,STOMACH,stomach,0.55308,-0.19431
2016,scientists,common,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
2016,scientists,common,FINGER,finger,THUMB,thumb,0.4436,-0.24419
2016,scientists,common,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
2016,scientists,common,PLIERS,pliers,WRENCH,wrench,0.59382,-0.07107
2016,scientists,common,STRIPES,stripes,ZEBRA,zebra,0.71542,-0.01173
2016,scientists,free,CAR,car,BUS,bus,0.62897,-0.12425
2016,scientists,free,BUMBLEBEE,bumblebee,BUTTERFLY,butterfly,0.72747,-0.07404
2016,scientists,free,PIE,pie,CAKE,cake,0.52989,-0.15331
2016,scientists,free,CARROT,carrot,CELERY,celery,0.53744,-0.19753
2016,scientists,free,BIRCH,birch,FIR TREE,fir tree,1.00406,0.27966
2016,scientists,free,CLARINET,clarinet,FLUTE,flute,0.40905,-0.28612
2016,scientists,free,KNIFE,knife,FORK,fork,0.62574,-0.09247
2016,scientists,free,COMB,comb,HAIRDRESSER,hairdresser,0.73618,0.03406
2016,scientists,free,ORANGE,orange,JUICER,juicer,0.76001,0.03962
2016,scientists,free,VALLEY,valley,LILY,lily,0.88017,0.14079
2016,scientists,free,MOUTH,mouth,LIP,lip,0.68326,-0.04724
2016,scientists,free,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
2016,scientists,free,BEACH,beach,PINEAPPLE,pineapple,0.88414,0.13019
2016,scientists,free,BEAR,bear,RABBIT,rabbit,0.70305,0.00934
2016,scientists,free,BLACKBIRD,blackbird,RAVEN,raven,0.73754,0.00233
2016,scientists,free,FISH,fish,SALMON,salmon,0.37313,-0.29382
2016,scientists,free,GOLD,gold,SILVER,silver,0.26369,-0.406
2016,scientists,free,DRESS,dress,SKIRT,skirt,0.43406,-0.24473
2016,scientists,free,MOUTH,mouth,STOMACH,stomach,0.59331,-0.09093
2016,scientists,free,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
2016,scientists,free,FOREFINGER,forefinger,THUMB,thumb,0.48412,-0.22718
2016,scientists,free,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
2016,scientists,free,SCREWDRIVER,screwdriver,WRENCH,wrench,0.51178,-0.16351
2016,scientists,free,ELEPHANT,elephant,ZEBRA,zebra,0.66742,-0.03027
2016,scientists,uncommon,TOKEN,token,BUS,bus,0.88107,0.12679
2016,scientists,uncommon,COCOON,cocoon,BUTTERFLY,butterfly,0.55042,-0.06654
2016,scientists,uncommon,CLEAN,clean,CAKE,cake,0.86759,0.13757
2016,scientists,uncommon,STALK,stalk,CELERY,celery,0.66109,-0.05001
2016,scientists,uncommon,BEETLE,beetle,FIR TREE,fir tree,0.98008,0.22042
2016,scientists,uncommon,CHAMPAGNE,champagne,FLUTE,flute,0.85909,0.10887
2016,scientists,uncommon,ROAD,road,FORK,fork,0.76234,0.01562
2016,scientists,uncommon,DRYER,dryer,HAIRDRESSER,hairdresser,0.76054,0.02038
2016,scientists,uncommon,PAPAYA,papaya,JUICER,juicer,0.73303,0.04681
2016,scientists,uncommon,TULIP,tulip,LILY,lily,0.81297,0.07501
2016,scientists,uncommon,JAR,jar,LIP,lip,0.8389,0.08326
2016,scientists,uncommon,WEED,weed,MUSTARD,mustard,0.81916,0.08198
2016,scientists,uncommon,PALM,palm,PINEAPPLE,pineapple,0.79629,0.05646
2016,scientists,uncommon,WONDERLAND,wonderland,RABBIT,rabbit,0.7335,0.01266
2016,scientists,uncommon,QUOTH,quoth,RAVEN,raven,0.77926,0.06834
2016,scientists,uncommon,ROE,roe,SALMON,salmon,0.6976,0.02904
2016,scientists,uncommon,GRAY,gray,SILVER,silver,0.81733,0.07257
2016,scientists,uncommon,BELT,belt,SKIRT,skirt,0.73654,-0.0076
2016,scientists,uncommon,ESOPHAGUS,esophagus,STOMACH,stomach,0.43532,-0.2002
2016,scientists,uncommon,PLATEAU,plateau,TABLECLOTH,tablecloth,0.99473,0.22566
2016,scientists,uncommon,FINGERNAIL,fingernail,THUMB,thumb,0.70361,-0.04671
2016,scientists,uncommon,CHAOS,chaos,UNCLE,uncle,0.98102,0.24475
2016,scientists,uncommon,STRAIGHTEN,straighten,WRENCH,wrench,0.80039,0.05887
2016,scientists,uncommon,LEOPARD,leopard,ZEBRA,zebra,0.59443,-0.09365
2017,scientists,common,BIG,big,BUS,bus,0.87101,0.15693
2017,scientists,common,COLORFUL,colorful,BUTTERFLY,butterfly,0.89279,0.15648
2017,scientists,common,BIRTHDAY,birthday,CAKE,cake,0.61363,-0.07606
2017,scientists,common,VEGETABLE,vegetable,CELERY,celery,0.65422,-0.03308
2017,scientists,common,TALL,tall,FIR TREE,fir tree,1.03457,0.29507
2017,scientists,common,SOUND,sound,FLUTE,flute,0.77298,0.06816
2017,scientists,common,SHARP,sharp,FORK,fork,0.79951,0.03882
2017,scientists,common,SCISSORS,scissors,HAIRDRESSER,hairdresser,0.8164,0.05767
2017,scientists,common,SWEET,sweet,JUICER,juicer,0.84372,0.11525
2017,scientists,common,FLOWER,flower,LILY,lily,0.70957,-0.05943
2017,scientists,common,STICK,stick,LIP,lip,0.7884,0.03564
2017,scientists,common,YELLOW,yellow,MUSTARD,mustard,0.76395,0.05318
2017,scientists,common,SOUR,sour,PINEAPPLE,pineapple,0.70584,0.0373
2017,scientists,common,FAST,fast,RABBIT,rabbit,0.8625,0.13969
2017,scientists,common,BLACK,black,RAVEN,raven,0.8056,0.03912
2017,scientists,common,HEALTHY,healthy,SALMON,salmon,0.87127,0.11758
2017,scientists,common,SHINY,shiny,SILVER,silver,0.61253,-0.08966
2017,scientists,common,CLOTHES,clothes,SKIRT,skirt,0.60419,-0.09042
2017,scientists,common,PAIN,pain,STOMACH,stomach,0.69292,-0.04212
2017,scientists,common,WOOD,wood,TABLECLOTH,tablecloth,0.86956,0.11964
2017,scientists,common,UP,up,THUMB,thumb,0.91223,0.15424
2017,scientists,common,STRONG,strong,UNCLE,uncle,0.91764,0.18215
2017,scientists,common,STEEL,steel,WRENCH,wrench,0.83989,0.07847
2017,scientists,common,STRIPE,stripe,ZEBRA,zebra,0.77255,0.04405
2017,scientists,free,BIG,big,BUS,bus,0.87101,0.15693
2017,scientists,free,COLORFUL,colorful,BUTTERFLY,butterfly,0.89279,0.15648
2017,scientists,free,SWEET,sweet,CAKE,cake,0.70084,-0.01602
2017,scientists,free,FIBER,fiber,CELERY,celery,0.85372,0.11401
2017,scientists,free,NEEDLE,needle,FIR TREE,fir tree,0.99555,0.27888
2017,scientists,free,SOUND,sound,FLUTE,flute,0.77298,0.06816
2017,scientists,free,STEEL,steel,FORK,fork,0.83357,0.09501
2017,scientists,free,SCISSOR,scissor,HAIRDRESSER,hairdresser,0.82578,0.10654
2017,scientists,free,SWEET,sweet,JUICER,juicer,0.84372,0.11525
2017,scientists,free,PRETTY,pretty,LILY,lily,0.85809,0.08544
2017,scientists,free,RED,red,LIP,lip,0.91052,0.17103
2017,scientists,free,YELLOW,yellow,MUSTARD,mustard,0.76395,0.05318
2017,scientists,free,YELLOW,yellow,PINEAPPLE,pineapple,0.89011,0.14305
2017,scientists,free,FAST,fast,RABBIT,rabbit,0.8625,0.13969
2017,scientists,free,BLACK,black,RAVEN,raven,0.8056,0.03912
2017,scientists,free,HEALTHY,healthy,SALMON,salmon,0.87127,0.11758
2017,scientists,free,SHINY,shiny,SILVER,silver,0.61253,-0.08966
2017,scientists,free,BEAUTIFUL,beautiful,SKIRT,skirt,0.80489,0.06594
2017,scientists,free,FULL,full,STOMACH,stomach,0.85306,0.12256
2017,scientists,free,WOOD,wood,TABLECLOTH,tablecloth,0.86956,0.11964
2017,scientists,free,UP,up,THUMB,thumb,0.91223,0.15424
2017,scientists,free,LOVELY,lovely,UNCLE,uncle,0.86267,0.11875
2017,scientists,free,TOOL,tool,WRENCH,wrench,0.67733,0.0027
2017,scientists,free,STRIPE,stripe,ZEBRA,zebra,0.77255,0.04405
2017,scientists,uncommon,BOX,box,BUS,bus,0.85513,0.15194
2017,scientists,uncommon,WORM,worm,BUTTERFLY,butterfly,0.80133,0.05859
2017,scientists,uncommon,COCONUT,coconut,CAKE,cake,0.71053,-0.00545
2017,scientists,uncommon,WOOD,wood,CELERY,celery,0.86863,0.13263
2017,scientists,uncommon,WORM,worm,FIR TREE,fir tree,1.00222,0.25809
2017,scientists,uncommon,HARP,harp,FLUTE,flute,0.46606,-0.24202
2017,scientists,uncommon,WOOD,wood,FORK,fork,0.8576,0.12679
2017,scientists,uncommon,BAKER,baker,HAIRDRESSER,hairdresser,0.86381,0.09538
2017,scientists,uncommon,PEPPER,pepper,JUICER,juicer,0.86044,0.13761
2017,scientists,uncommon,LEAF,leaf,LILY,lily,0.81155,0.06125
2017,scientists,uncommon,KISS,kiss,LIP,lip,0.80682,0.06355
2017,scientists,uncommon,HOT DOG,hot dog,MUSTARD,mustard,1.00209,0.24227
2017,scientists,uncommon,VINEGAR,vinegar,PINEAPPLE,pineapple,0.69039,-0.00393
2017,scientists,uncommon,SNAKE,snake,RABBIT,rabbit,0.71853,-0.01502
2017,scientists,uncommon,SWAN,swan,RAVEN,raven,0.71777,0.00832
2017,scientists,uncommon,BEAR,bear,SALMON,salmon,0.83822,0.12023
2017,scientists,uncommon,LAKE,lake,SILVER,silver,0.8603,0.11166
2017,scientists,uncommon,SHIRT,shirt,SKIRT,skirt,0.54082,-0.15538
2017,scientists,uncommon,FOOD,food,STOMACH,stomach,0.76304,0.05949
2017,scientists,uncommon,PLATEAU,plateau,TABLECLOTH,tablecloth,0.99473,0.22566
2017,scientists,uncommon,MIXER,mixer,THUMB,thumb,0.9305,0.19532
2017,scientists,uncommon,BEAR,bear,UNCLE,uncle,0.83457,0.08324
2017,scientists,uncommon,HAMMER,hammer,WRENCH,wrench,0.61056,-0.08885
2017,scientists,uncommon,SAILOR,sailor,ZEBRA,zebra,0.90739,0.1796
2018,scientists,common,VEHICLE,vehicle,BUS,bus,0.65224,-0.07236
2018,scientists,common,INSECT,insect,BUTTERFLY,butterfly,0.5459,-0.13883
2018,scientists,common,DESSERT,dessert,CAKE,cake,0.50097,-0.20147
2018,scientists,common,VEGETABLE,vegetable,CELERY,celery,0.65422,-0.03308
2018,scientists,common,FOREST,forest,FIR TREE,fir tree,0.99548,0.27776
2018,scientists,common,MUSICAL,musical,FLUTE,flute,0.65149,-0.01883
2018,scientists,common,KNIFE,knife,FORK,fork,0.62574,-0.09247
2018,scientists,common,SCISSORS,scissors,HAIRDRESSER,hairdresser,0.8164,0.05767
2018,scientists,common,ORANGE,orange,JUICER,juicer,0.76001,0.03962
2018,scientists,common,FLOWER,flower,LILY,lily,0.70957,-0.05943
2018,scientists,common,MOUTH,mouth,LIP,lip,0.68326,-0.04724
2018,scientists,common,CONDIMENT,condiment,MUSTARD,mustard,0.64346,-0.10065
2018,scientists,common,FRUIT,fruit,PINEAPPLE,pineapple,0.59625,-0.13551
2018,scientists,common,ANIMAL,animal,RABBIT,rabbit,0.68497,-0.08896
2018,scientists,common,BLACK,black,RAVEN,raven,0.8056,0.03912
2018,scientists,common,FISH,fish,SALMON,salmon,0.37313,-0.29382
2018,scientists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
2018,scientists,common,CLOTHING,clothing,SKIRT,skirt,0.72188,0.0095
2018,scientists,common,BODY,body,STOMACH,stomach,0.76733,0.00908
2018,scientists,common,FURNITURE,furniture,TABLECLOTH,tablecloth,0.74739,-0.00185
2018,scientists,common,FINGER,finger,THUMB,thumb,0.4436,-0.24419
2018,scientists,common,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
2018,scientists,common,TOOL,tool,WRENCH,wrench,0.67733,0.0027
2018,scientists,common,STRIPES,stripes,ZEBRA,zebra,0.71542,-0.01173
2018,scientists,free,DRIVER,driver,BUS,bus,0.58751,-0.12327
2018,scientists,free,BEE,bee,BUTTERFLY,butterfly,0.70242,-0.0246
2018,scientists,free,SWEET,sweet,CAKE,cake,0.70084,-0.01602
2018,scientists,free,CUCUMBER,cucumber,CELERY,celery,0.52272,-0.17503
2018,scientists,free,NEEDLE,needle,FIR TREE,fir tree,0.99555,0.27888
2018,scientists,free,PIANO,piano,FLUTE,flute,0.46549,-0.20727
2018,scientists,free,KNIFE,knife,FORK,fork,0.62574,-0.09247
2018,scientists,free,COMB,comb,HAIRDRESSER,hairdresser,0.73618,0.03406
2018,scientists,free,APPLE,apple,JUICER,juicer,0.7759,0.03087
2018,scientists,free,PLANT,plant,LILY,lily,0.8124,0.07446
2018,scientists,free,MOUTH,mouth,LIP,lip,0.68326,-0.04724
2018,scientists,free,MAYONNAISE,mayonnaise,MUSTARD,mustard,0.55696,-0.1473
2018,scientists,free,LEMON,lemon,PINEAPPLE,pineapple,0.5901,-0.10239
2018,scientists,free,HOLE,hole,RABBIT,rabbit,0.70188,-0.02073
2018,scientists,free,BIRD,bird,RAVEN,raven,0.65962,-0.04625
2018,scientists,free,FISH,fish,SALMON,salmon,0.37313,-0.29382
2018,scientists,free,GOLD,gold,SILVER,silver,0.26369,-0.406
2018,scientists,free,WOMAN,woman,SKIRT,skirt,0.78532,0.03007
2018,scientists,free,OBESE,obese,STOMACH,stomach,0.86453,0.11037
2018,scientists,free,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
2018,scientists,free,HAND,hand,THUMB,thumb,0.53404,-0.14263
2018,scientists,free,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
2018,scientists,free,TOOL,tool,WRENCH,wrench,0.67733,0.0027
2018,scientists,free,HORSE,horse,ZEBRA,zebra,0.83994,0.09858
2018,scientists,uncommon,CART,cart,BUS,bus,0.85642,0.12079
2018,scientists,uncommon,AIRPLANE,airplane,BUTTERFLY,butterfly,0.87076,0.11306
2018,scientists,uncommon,SAUSAGE,sausage,CAKE,cake,0.66044,-0.05224
2018,scientists,uncommon,SALMON,salmon,CELERY,celery,0.77802,0.06538
2018,scientists,uncommon,LAKE,lake,FIR TREE,fir tree,0.99855,0.27999
2018,scientists,uncommon,GUITAR,guitar,FLUTE,flute,0.52207,-0.15672
2018,scientists,uncommon,METAL,metal,FORK,fork,0.85268,0.13331
2018,scientists,uncommon,BUTTER,butter,HAIRDRESSER,hairdresser,0.94557,0.18979
2018,scientists,uncommon,WATER,water,JUICER,juicer,0.87006,0.14754
2018,scientists,uncommon,ROSE,rose,LILY,lily,0.77763,0.00799
2018,scientists,uncommon,SONG,song,LIP,lip,0.93888,0.20696
2018,scientists,uncommon,YELLOW,yellow,MUSTARD,mustard,0.76395,0.05318
2018,scientists,uncommon,COCKTAIL,cocktail,PINEAPPLE,pineapple,0.7593,0.01067
2018,scientists,uncommon,RACE,race,RABBIT,rabbit,0.91366,0.18478
2018,scientists,uncommon,BEAR,bear,RAVEN,raven,0.88382,0.14131
2018,scientists,uncommon,TROUT,trout,SALMON,salmon,0.37454,-0.31753
2018,scientists,uncommon,TREASURE,treasure,SILVER,silver,0.69579,0.02718
2018,scientists,uncommon,GIRL,girl,SKIRT,skirt,0.7428,-0.00839
2018,scientists,uncommon,DIET,diet,STOMACH,stomach,0.8444,0.06134
2018,scientists,uncommon,HOUSE,house,TABLECLOTH,tablecloth,0.86612,0.10406
2018,scientists,uncommon,FOOT,foot,THUMB,thumb,0.71287,-0.00955
2018,scientists,uncommon,COUSIN,cousin,UNCLE,uncle,0.40946,-0.29852
2018,scientists,uncommon,ROCKET,rocket,WRENCH,wrench,0.88483,0.12055
2018,scientists,uncommon,ZOO,zoo,ZEBRA,zebra,0.71472,0.03944
2019,scientists,common,SCHOOL,school,BUS,bus,0.75397,0.03213
2019,scientists,common,WING,wing,BUTTERFLY,butterfly,0.83044,0.08637
2019,scientists,common,CHOCOLATE,chocolate,CAKE,cake,0.50194,-0.1941
2019,scientists,common,GREEN,green,CELERY,celery,0.8371,0.105
2019,scientists,common,FOREST,forest,FIR TREE,fir tree,0.99548,0.27776
2019,scientists,common,LONG,long,FLUTE,flute,0.97401,0.22742
2019,scientists,common,SPOON,spoon,FORK,fork,0.57928,-0.09126
2019,scientists,common,STYLE,style,HAIRDRESSER,hairdresser,0.91349,0.1507
2019,scientists,common,ORANGE,orange,JUICER,juicer,0.76001,0.03962
2019,scientists,common,FLOWER,flower,LILY,lily,0.70957,-0.05943
2019,scientists,common,MOUTH,mouth,LIP,lip,0.68326,-0.04724
2019,scientists,common,YELLOW,yellow,MUSTARD,mustard,0.76395,0.05318
2019,scientists,common,FRUIT,fruit,PINEAPPLE,pineapple,0.59625,-0.13551
2019,scientists,common,BUNNY,bunny,RABBIT,rabbit,0.50373,-0.23081
2019,scientists,common,BLACK,black,RAVEN,raven,0.8056,0.03912
2019,scientists,common,FISH,fish,SALMON,salmon,0.37313,-0.29382
2019,scientists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
2019,scientists,common,DRESS,dress,SKIRT,skirt,0.43406,-0.24473
2019,scientists,common,BELLY,belly,STOMACH,stomach,0.64504,-0.12807
2019,scientists,common,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
2019,scientists,common,FINGER,finger,THUMB,thumb,0.4436,-0.24419
2019,scientists,common,NEPHEW,nephew,UNCLE,uncle,0.36803,-0.33661
2019,scientists,common,TOOL,tool,WRENCH,wrench,0.67733,0.0027
2019,scientists,common,STRIPE,stripe,ZEBRA,zebra,0.77255,0.04405
2019,scientists,free,STOP,stop,BUS,bus,0.67974,-0.0127
2019,scientists,free,BEAUTIFUL,beautiful,BUTTERFLY,butterfly,0.77921,0.02078
2019,scientists,free,PISTACHIO,pistachio,CAKE,cake,0.74647,-0.01967
2019,scientists,free,ROOT,root,CELERY,celery,0.70104,0.01481
2019,scientists,free,GREEN,green,FIR TREE,fir tree,0.93717,0.23191
2019,scientists,free,OBOE,oboe,FLUTE,flute,0.48933,-0.24884
2019,scientists,free,SPOON,spoon,FORK,fork,0.57928,-0.09126
2019,scientists,free,BEAUTIFUL,beautiful,HAIRDRESSER,hairdresser,0.8448,0.10173
2019,scientists,free,ORANGE,orange,JUICER,juicer,0.76001,0.03962
2019,scientists,free,WHITE,white,LILY,lily,0.83736,0.09825
2019,scientists,free,MOUTH,mouth,LIP,lip,0.68326,-0.04724
2019,scientists,free,YELLOW,yellow,MUSTARD,mustard,0.76395,0.05318
2019,scientists,free,YELLOW,yellow,PINEAPPLE,pineapple,0.89011,0.14305
2019,scientists,free,DOG,dog,RABBIT,rabbit,0.67906,-0.13296
2019,scientists,free,BLACK,black,RAVEN,raven,0.8056,0.03912
2019,scientists,free,FOX,fox,SALMON,salmon,0.84705,0.09983
2019,scientists,free,GOLD,gold,SILVER,silver,0.26369,-0.406
2019,scientists,free,BLACK,black,SKIRT,skirt,0.81044,0.0737
2019,scientists,free,BLUE,blue,STOMACH,stomach,0.93842,0.18368
2019,scientists,free,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
2019,scientists,free,FINGER,finger,THUMB,thumb,0.4436,-0.24419
2019,scientists,free,NEPHEW,nephew,UNCLE,uncle,0.36803,-0.33661
2019,scientists,free,TOOL,tool,WRENCH,wrench,0.67733,0.0027
2019,scientists,free,GIRAFFE,giraffe,ZEBRA,zebra,0.51974,-0.1474
2019,scientists,uncommon,HELICOPTER,helicopter,BUS,bus,0.79951,0.06403
2019,scientists,uncommon,PURPLE,purple,BUTTERFLY,butterfly,0.81371,0.0548
2019,scientists,uncommon,CELEBRATION,celebration,CAKE,cake,0.76062,0.02012
2019,scientists,uncommon,CASSEROLE,casserole,CELERY,celery,0.55547,-0.11705
2019,scientists,uncommon,ROOT,root,FIR TREE,fir tree,0.99452,0.24968
2019,scientists,uncommon,TUBA,tuba,FLUTE,flute,0.57545,-0.1535
2019,scientists,uncommon,SILVER,silver,FORK,fork,0.84954,0.12182
2019,scientists,uncommon,COMB,comb,HAIRDRESSER,hairdresser,0.73618,0.03406
2019,scientists,uncommon,LIQUID,liquid,JUICER,juicer,0.80079,0.08603
2019,scientists,uncommon,RHODODENDRON,rhododendron,LILY,lily,0.85356,0.05944
2019,scientists,uncommon,QUIET,quiet,LIP,lip,0.93117,0.20455
2019,scientists,uncommon,CARDAMON,cardamon,MUSTARD,mustard,0.77372,-0.05975
2019,scientists,uncommon,HAIRDO,hairdo,PINEAPPLE,pineapple,0.88264,0.13754
2019,scientists,uncommon,FOX,fox,RABBIT,rabbit,0.63791,-0.06367
2019,scientists,uncommon,POEM,poem,RAVEN,raven,0.85218,0.14047
2019,scientists,uncommon,GRIZZLY,grizzly,SALMON,salmon,0.77403,0.04429
2019,scientists,uncommon,URANIUM,uranium,SILVER,silver,0.85588,0.09497
2019,scientists,uncommon,HAT,hat,SKIRT,skirt,0.63734,-0.03965
2019,scientists,uncommon,VIRUS,virus,STOMACH,stomach,0.8684,0.1298
2019,scientists,uncommon,OFFICE,office,TABLECLOTH,tablecloth,0.96387,0.17872
2019,scientists,uncommon,MOUSE,mouse,THUMB,thumb,0.86385,0.08651
2019,scientists,uncommon,RELATIONSHIP,relationship,UNCLE,uncle,0.91052,0.17111
2019,scientists,uncommon,SEESAW,seesaw,WRENCH,wrench,0.80686,0.04742
2019,scientists,uncommon,ANTELOPE,antelope,ZEBRA,zebra,0.57159,-0.0919
2020,scientists,common,BIG,big,BUS,bus,0.87101,0.15693
2020,scientists,common,PRETTY,pretty,BUTTERFLY,butterfly,0.90058,0.16953
2020,scientists,common,MOIST,moist,CAKE,cake,0.83753,0.11431
2020,scientists,common,HEALTHY,healthy,CELERY,celery,0.86925,0.11014
2020,scientists,common,GREEN,green,FIR TREE,fir tree,0.93717,0.23191
2020,scientists,common,LONG,long,FLUTE,flute,0.97401,0.22742
2020,scientists,common,SHARP,sharp,FORK,fork,0.79951,0.03882
2020,scientists,common,PRETTY,pretty,HAIRDRESSER,hairdresser,0.88435,0.13979
2020,scientists,common,BREAKFAST,breakfast,JUICER,juicer,0.83184,0.10877
2020,scientists,common,BEAUTIFUL,beautiful,LILY,lily,0.81557,0.03936
2020,scientists,common,SENSITIVE,sensitive,LIP,lip,0.87797,0.15576
2020,scientists,common,YELLOW,yellow,MUSTARD,mustard,0.76395,0.05318
2020,scientists,common,YELLOW,yellow,PINEAPPLE,pineapple,0.89011,0.14305
2020,scientists,common,FAST,fast,RABBIT,rabbit,0.8625,0.13969
2020,scientists,common,BLACK,black,RAVEN,raven,0.8056,0.03912
2020,scientists,common,PINK,pink,SALMON,salmon,0.84604,0.11263
2020,scientists,common,EXPENSIVE,expensive,SILVER,silver,0.86133,0.1075
2020,scientists,common,SHORT,short,SKIRT,skirt,0.77813,0.06515
2020,scientists,common,FULL,full,STOMACH,stomach,0.85306,0.12256
2020,scientists,common,BIG,big,TABLECLOTH,tablecloth,0.97052,0.19283
2020,scientists,common,OPPOSING,opposing,THUMB,thumb,0.90256,0.16782
2020,scientists,common,DEAR,dear,UNCLE,uncle,0.71238,-0.02753
2020,scientists,common,LOG,log,WRENCH,wrench,0.93404,0.21432
2020,scientists,common,STRIPES,stripes,ZEBRA,zebra,0.71542,-0.01173
2020,scientists,free,BIG,big,BUS,bus,0.87101,0.15693
2020,scientists,free,PRETTY,pretty,BUTTERFLY,butterfly,0.90058,0.16953
2020,scientists,free,SWEET,sweet,CAKE,cake,0.70084,-0.01602
2020,scientists,free,HEALTHY,healthy,CELERY,celery,0.86925,0.11014
2020,scientists,free,FOREST,forest,FIR TREE,fir tree,0.99548,0.27776
2020,scientists,free,CONCERT,concert,FLUTE,flute,0.67498,8.10E-04
2020,scientists,free,FOOD,food,FORK,fork,0.85565,0.12966
2020,scientists,free,BLOW DRY,blow dry,HAIRDRESSER,hairdresser,0.99202,0.23179
2020,scientists,free,GRAPEFRUIT,grapefruit,JUICER,juicer,0.64161,-0.03955
2020,scientists,free,WHITE,white,LILY,lily,0.83736,0.09825
2020,scientists,free,CURVED,curved,LIP,lip,0.83692,0.09377
2020,scientists,free,SAUSAGE,sausage,MUSTARD,mustard,0.71331,-0.01187
2020,scientists,free,ROUND,round,PINEAPPLE,pineapple,0.9146,0.17371
2020,scientists,free,EARS,ears,RABBIT,rabbit,0.72579,0.00422
2020,scientists,free,STRONG,strong,RAVEN,raven,0.95791,0.20053
2020,scientists,free,PINK,pink,SALMON,salmon,0.84604,0.11263
2020,scientists,free,SHINY,shiny,SILVER,silver,0.61253,-0.08966
2020,scientists,free,LEGS,legs,SKIRT,skirt,0.74301,-0.00502
2020,scientists,free,FLAT,flat,STOMACH,stomach,0.88099,0.153
2020,scientists,free,BIG,big,TABLECLOTH,tablecloth,0.97052,0.19283
2020,scientists,free,SORE,sore,THUMB,thumb,0.71179,-0.02973
2020,scientists,free,OLD,old,UNCLE,uncle,0.79354,0.01856
2020,scientists,free,REPAIRS,repairs,WRENCH,wrench,0.85307,0.12531
2020,scientists,free,FAST,fast,ZEBRA,zebra,0.89387,0.1559
2020,scientists,uncommon,FLOATING,floating,BUS,bus,0.9552,0.19724
